OTU	Sample	Abundance	file	id	round	Kingdom	Phylum	Class	Order	Family	Genus	Species	step
TAXA_034	filt_DRR225046	0.150197628458498	filt_DRR225046	DRR225046	polish	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus epidermidis	match
TAXA_143	filt_DRR225057	0.125322904707233	filt_DRR225057	DRR225057	polish	Bacteria	Actinobacteria <actinobacteria>	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum	match
TAXA_041	filt_DRR225060	0.107269927247624	filt_DRR225060	DRR225060	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia hansenii	match
TAXA_052	filt_DRR225046	0.104743083003953	filt_DRR225046	DRR225046	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium beijerinckii	match
TAXA_144	filt_DRR225063	0.1047419460881	filt_DRR225063	DRR225063	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	NA	match
TAXA_174	filt_DRR225060	0.104243003557963	filt_DRR225060	DRR225060	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	NA	match
TAXA_056	filt_DRR225046	0.0968379446640316	filt_DRR225046	DRR225046	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus gasseri	match
TAXA_020	filt_DRR225060	0.0927194519675004	filt_DRR225060	DRR225060	polish	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	unknown	Phocaeicola	Phocaeicola vulgatus	match
TAXA_039	filt_DRR225046	0.0909090909090909	filt_DRR225046	DRR225046	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus mutans	match
TAXA_020	filt_DRR225048	0.0833713172833879	filt_DRR225048	DRR225048	polish	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	unknown	Phocaeicola	Phocaeicola vulgatus	match
TAXA_035	filt_DRR225046	0.0770750988142292	filt_DRR225046	DRR225046	polish	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Deinococcus radiodurans	match
TAXA_019	filt_DRR225060	0.0763103393340768	filt_DRR225060	DRR225060	polish	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides uniformis	match
TAXA_069	filt_DRR225057	0.0698191733639495	filt_DRR225057	DRR225057	polish	Bacteria	Actinobacteria <actinobacteria>	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium pseudocatenulatum	match
TAXA_044	filt_DRR225046	0.0612648221343874	filt_DRR225046	DRR225046	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis	match
TAXA_061	filt_DRR225046	0.0553359683794466	filt_DRR225046	DRR225046	polish	Bacteria	Actinobacteria <actinobacteria>	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium adolescentis	match
TAXA_174	filt_DRR225054	0.0546665037869533	filt_DRR225054	DRR225054	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	NA	match
TAXA_157	filt_DRR225057	0.0495479334098737	filt_DRR225057	DRR225057	polish	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	unknown	Phocaeicola	Phocaeicola dorei	match
TAXA_005	filt_DRR225046	0.0494071146245059	filt_DRR225046	DRR225046	polish	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA	NA	match
TAXA_070	filt_DRR225060	0.0469969730763103	filt_DRR225060	DRR225060	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospira	NA	match
TAXA_134	filt_DRR225057	0.0469646957520092	filt_DRR225057	DRR225057	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA	match
TAXA_134	filt_DRR225048	0.0447934363734306	filt_DRR225048	DRR225048	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA	match
TAXA_174	filt_DRR225048	0.0438818215721212	filt_DRR225048	DRR225048	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	NA	match
TAXA_174	filt_DRR225057	0.0420852468427095	filt_DRR225057	DRR225057	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	NA	match
TAXA_134	filt_DRR225063	0.0417899408284024	filt_DRR225063	DRR225063	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA	match
TAXA_181	filt_DRR225048	0.0400281771847677	filt_DRR225048	DRR225048	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes	Anaerostipes hadrus	match
TAXA_048	filt_DRR225046	0.0395256916996047	filt_DRR225046	DRR225046	polish	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	match
TAXA_199	filt_DRR225060	0.0394562158143487	filt_DRR225060	DRR225060	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Romboutsia	NA	match
TAXA_070	filt_DRR225063	0.0393655489809336	filt_DRR225063	DRR225063	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospira	NA	match
TAXA_148	filt_DRR225060	0.0347830704689077	filt_DRR225060	DRR225060	polish	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus	match
TAXA_016	filt_DRR225060	0.0335616802081674	filt_DRR225060	DRR225060	polish	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA	match
TAXA_138	filt_DRR225048	0.0321965773007914	filt_DRR225048	DRR225048	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	NA	match
TAXA_144	filt_DRR225051	0.0302028721221792	filt_DRR225051	DRR225051	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	NA	match
TAXA_174	filt_DRR225051	0.0288921814451789	filt_DRR225051	DRR225051	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	NA	match
TAXA_138	filt_DRR225063	0.0267915844838922	filt_DRR225063	DRR225063	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	NA	match
TAXA_117	filt_DRR225048	0.026726888492935	filt_DRR225048	DRR225048	polish	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella ratti	match
TAXA_161	filt_DRR225063	0.0263395792241946	filt_DRR225063	DRR225063	polish	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	unknown	Phocaeicola	Phocaeicola coprophilus	match
TAXA_020	filt_DRR225054	0.0254092352797459	filt_DRR225054	DRR225054	polish	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	unknown	Phocaeicola	Phocaeicola vulgatus	match
TAXA_017	filt_DRR225057	0.0250071756601607	filt_DRR225057	DRR225057	polish	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis	match
TAXA_204	filt_DRR225060	0.0244809091391854	filt_DRR225060	DRR225060	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	NA	match
TAXA_154	filt_DRR225063	0.0242850098619329	filt_DRR225063	DRR225063	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia faecis	match
TAXA_069	filt_DRR225048	0.0238262959433141	filt_DRR225048	DRR225048	polish	Bacteria	Actinobacteria <actinobacteria>	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium pseudocatenulatum	match
TAXA_124	filt_DRR225063	0.0234631821170283	filt_DRR225063	DRR225063	polish	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Megamonas	NA	match
TAXA_022	filt_DRR225063	0.0232988165680473	filt_DRR225063	DRR225063	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	NA	match
TAXA_082	filt_DRR225060	0.0231533110296851	filt_DRR225060	DRR225060	polish	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	Phascolarctobacterium faecium	match
TAXA_174	filt_DRR225063	0.0226413543721236	filt_DRR225063	DRR225063	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	NA	match
TAXA_072	filt_DRR225048	0.021920192267849	filt_DRR225048	DRR225048	polish	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus	match
TAXA_085	filt_DRR225060	0.0217726089958048	filt_DRR225060	DRR225060	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	NA	match
TAXA_164	filt_DRR225063	0.0213264299802761	filt_DRR225063	DRR225063	polish	Bacteria	unknown	unknown	unknown	unknown	unknown	bacterium LB01	match
TAXA_143	filt_DRR225063	0.0211620644312952	filt_DRR225063	DRR225063	polish	Bacteria	Actinobacteria <actinobacteria>	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum	match
TAXA_157	filt_DRR225060	0.0209760501301046	filt_DRR225060	DRR225060	polish	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	unknown	Phocaeicola	Phocaeicola dorei	match
TAXA_181	filt_DRR225051	0.0200592660132209	filt_DRR225051	DRR225051	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes	Anaerostipes hadrus	match
TAXA_124	filt_DRR225057	0.018154420206659	filt_DRR225057	DRR225057	polish	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Megamonas	NA	match
TAXA_177	filt_DRR225063	0.0172172912557528	filt_DRR225063	DRR225063	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Butyricicoccus	NA	match
TAXA_081	filt_DRR225063	0.0166420118343195	filt_DRR225063	DRR225063	polish	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	NA	match
TAXA_134	filt_DRR225051	0.0166400729427855	filt_DRR225051	DRR225051	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA	match
TAXA_177	filt_DRR225060	0.0165684244065636	filt_DRR225060	DRR225060	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Butyricicoccus	NA	match
TAXA_149	filt_DRR225060	0.0164622165578036	filt_DRR225060	DRR225060	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Intestinibacter	Intestinibacter bartlettii	match
TAXA_130	filt_DRR225057	0.0164322617680827	filt_DRR225057	DRR225057	polish	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	NA	NA	match
TAXA_142	filt_DRR225057	0.0164322617680827	filt_DRR225057	DRR225057	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	NA	NA	match
TAXA_117	filt_DRR225060	0.0160373851627635	filt_DRR225060	DRR225060	polish	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella ratti	match
TAXA_068	filt_DRR225057	0.0147101033295063	filt_DRR225057	DRR225057	polish	Bacteria	Actinobacteria <actinobacteria>	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium animalis	match
TAXA_173	filt_DRR225063	0.0146696252465483	filt_DRR225063	DRR225063	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA	match
TAXA_159	filt_DRR225060	0.0144442674313632	filt_DRR225060	DRR225060	polish	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens	match
TAXA_080	filt_DRR225048	0.0140057183110264	filt_DRR225048	DRR225048	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	NA	NA	match
TAXA_117	filt_DRR225054	0.0139262154898607	filt_DRR225054	DRR225054	polish	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella ratti	match
TAXA_072	filt_DRR225054	0.0137429758123626	filt_DRR225054	DRR225054	polish	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus	match
TAXA_204	filt_DRR225057	0.0137413892078071	filt_DRR225057	DRR225057	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	NA	match
TAXA_239	filt_DRR225057	0.0135978760045924	filt_DRR225057	DRR225057	polish	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Megamonas	Megamonas sp.	match
TAXA_215	filt_DRR225057	0.0135619977037887	filt_DRR225057	DRR225057	polish	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella rara	match
TAXA_016	filt_DRR225057	0.0133826061997704	filt_DRR225057	DRR225057	polish	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA	match
TAXA_169	filt_DRR225063	0.0128616042077581	filt_DRR225063	DRR225063	polish	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Paraprevotella	Paraprevotella xylaniphila	match
TAXA_020	filt_DRR225063	0.0127383300460224	filt_DRR225063	DRR225063	polish	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	unknown	Phocaeicola	Phocaeicola vulgatus	match
TAXA_107	filt_DRR225063	0.0126972386587771	filt_DRR225063	DRR225063	polish	Bacteria	Actinobacteria <actinobacteria>	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella aerofaciens	match
TAXA_173	filt_DRR225057	0.0124497703788749	filt_DRR225057	DRR225057	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA	match
TAXA_126	filt_DRR225063	0.0123685075608153	filt_DRR225063	DRR225063	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia intestinalis	match
TAXA_016	filt_DRR225048	0.0122653627812539	filt_DRR225048	DRR225048	polish	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA	match
TAXA_117	filt_DRR225051	0.0121381354000456	filt_DRR225051	DRR225051	polish	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella ratti	match
TAXA_205	filt_DRR225060	0.0121076947586427	filt_DRR225060	DRR225060	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Tyzzerella	NA	match
TAXA_220	filt_DRR225046	0.0118577075098814	filt_DRR225046	DRR225046	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. MF28	match
TAXA_205	filt_DRR225048	0.0116852442713297	filt_DRR225048	DRR225048	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Tyzzerella	NA	match
TAXA_205	filt_DRR225054	0.0116662594673833	filt_DRR225054	DRR225054	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Tyzzerella	NA	match
TAXA_019	filt_DRR225063	0.0116288625904011	filt_DRR225063	DRR225063	polish	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides uniformis	match
TAXA_141	filt_DRR225054	0.0114830197898852	filt_DRR225054	DRR225054	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Enterocloster	Enterocloster bolteae	match
TAXA_138	filt_DRR225054	0.0114219398973858	filt_DRR225054	DRR225054	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	NA	match
TAXA_007	filt_DRR225057	0.0112299081515499	filt_DRR225057	DRR225057	polish	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter freundii	match
TAXA_152	filt_DRR225054	0.0108722208648913	filt_DRR225054	DRR225054	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Flavonifractor	Flavonifractor plautii	match
TAXA_181	filt_DRR225054	0.0106889811873931	filt_DRR225054	DRR225054	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes	Anaerostipes hadrus	match
TAXA_118	filt_DRR225060	0.0106738888003823	filt_DRR225060	DRR225060	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes	Anaerostipes caccae	match
TAXA_197	filt_DRR225060	0.0106738888003823	filt_DRR225060	DRR225060	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium saudiense	match
TAXA_019	filt_DRR225057	0.0106199770378875	filt_DRR225057	DRR225057	polish	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides uniformis	match
TAXA_020	filt_DRR225051	0.010371552313654	filt_DRR225051	DRR225051	polish	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	unknown	Phocaeicola	Phocaeicola vulgatus	match
TAXA_122	filt_DRR225057	0.0102611940298507	filt_DRR225057	DRR225057	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Hungatella	Hungatella hathewayi	match
TAXA_168	filt_DRR225057	0.0102253157290471	filt_DRR225057	DRR225057	polish	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Megamonas	Megamonas funiformis	match
TAXA_152	filt_DRR225057	0.00979477611940299	filt_DRR225057	DRR225057	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Flavonifractor	Flavonifractor plautii	match
TAXA_069	filt_DRR225054	0.00971170290740288	filt_DRR225054	DRR225054	polish	Bacteria	Actinobacteria <actinobacteria>	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium pseudocatenulatum	match
TAXA_138	filt_DRR225051	0.0096877136995669	filt_DRR225051	DRR225051	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	NA	match
TAXA_132	filt_DRR225063	0.00965647600262985	filt_DRR225063	DRR225063	polish	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA	match
TAXA_199	filt_DRR225051	0.00963072714839298	filt_DRR225051	DRR225051	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Romboutsia	NA	match
TAXA_077	filt_DRR225048	0.00953051837732565	filt_DRR225048	DRR225048	polish	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	NA	match
TAXA_020	filt_DRR225057	0.00904133180252583	filt_DRR225057	DRR225057	polish	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	unknown	Phocaeicola	Phocaeicola vulgatus	match
TAXA_204	filt_DRR225048	0.00870177764886255	filt_DRR225048	DRR225048	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	NA	match
TAXA_199	filt_DRR225048	0.00853602950316993	filt_DRR225048	DRR225048	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Romboutsia	NA	match
TAXA_173	filt_DRR225054	0.00806254580991937	filt_DRR225054	DRR225054	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA	match
TAXA_237	filt_DRR225063	0.00805391190006575	filt_DRR225063	DRR225063	polish	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides sp. CT06	match
TAXA_016	filt_DRR225054	0.0079403860249206	filt_DRR225054	DRR225054	polish	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA	match
TAXA_212	filt_DRR225057	0.00789322617680827	filt_DRR225057	DRR225057	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Hungatella	NA	match
TAXA_071	filt_DRR225063	0.00784845496383958	filt_DRR225063	DRR225063	polish	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides eggerthii	match
TAXA_199	filt_DRR225057	0.00735505166475316	filt_DRR225057	DRR225057	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Romboutsia	NA	match
TAXA_082	filt_DRR225057	0.00724741676234214	filt_DRR225057	DRR225057	polish	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	Phascolarctobacterium faecium	match
TAXA_179	filt_DRR225057	0.00721153846153846	filt_DRR225057	DRR225057	polish	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides clarus	match
TAXA_023	filt_DRR225057	0.00710390355912744	filt_DRR225057	DRR225057	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	Faecalibacterium prausnitzii	match
TAXA_038	filt_DRR225048	0.00691998508266689	filt_DRR225048	DRR225048	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus salivarius	match
TAXA_142	filt_DRR225063	0.00690335305719921	filt_DRR225063	DRR225063	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	NA	NA	match
TAXA_237	filt_DRR225057	0.0068886337543054	filt_DRR225057	DRR225057	polish	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides sp. CT06	match
TAXA_023	filt_DRR225063	0.00682117028270874	filt_DRR225063	DRR225063	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	Faecalibacterium prausnitzii	match
TAXA_077	filt_DRR225054	0.00653554849743464	filt_DRR225054	DRR225054	polish	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	NA	match
TAXA_058	filt_DRR225060	0.00642557484998141	filt_DRR225060	DRR225060	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus salivarius	match
TAXA_150	filt_DRR225054	0.0062301490349377	filt_DRR225054	DRR225054	polish	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp. Smarlab 3302398	match
TAXA_225	filt_DRR225063	0.00612261669953978	filt_DRR225063	DRR225063	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia sp. Marseille-P2398	match
TAXA_141	filt_DRR225060	0.00610695130370134	filt_DRR225060	DRR225060	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Enterocloster	Enterocloster bolteae	match
TAXA_230	filt_DRR225060	0.00600074345494132	filt_DRR225060	DRR225060	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Faecalimonas	Faecalimonas umbilicata	match
TAXA_033	filt_DRR225046	0.00592885375494071	filt_DRR225046	DRR225046	polish	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	NA	match
TAXA_047	filt_DRR225046	0.00592885375494071	filt_DRR225046	DRR225046	polish	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus anthracis	match
TAXA_050	filt_DRR225046	0.00592885375494071	filt_DRR225046	DRR225046	polish	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis	match
TAXA_055	filt_DRR225046	0.00592885375494071	filt_DRR225046	DRR225046	polish	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	NA	match
TAXA_118	filt_DRR225048	0.00592549620851117	filt_DRR225048	DRR225048	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes	Anaerostipes caccae	match
TAXA_017	filt_DRR225054	0.00592474957244075	filt_DRR225054	DRR225054	polish	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis	match
TAXA_072	filt_DRR225051	0.00586961477091406	filt_DRR225051	DRR225051	polish	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus	match
TAXA_152	filt_DRR225060	0.00573522383304126	filt_DRR225060	DRR225060	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Flavonifractor	Flavonifractor plautii	match
TAXA_073	filt_DRR225057	0.00570464982778416	filt_DRR225057	DRR225057	polish	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes putredinis	match
TAXA_201	filt_DRR225048	0.00563543695354908	filt_DRR225048	DRR225048	polish	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Terrisporobacter	NA	match
